case_id,name,value
EXIT-ACCRUED-YES,LegalInit,0.0
EXIT-ACCRUED-YES,LegalStartM,0
EXIT-ACCRUED-YES,HoldCost,0.0
EXIT-ACCRUED-YES,LegalEndM,0
EXIT-ACCRUED-YES,AddBack,No
EXIT-ACCRUED-YES,ExitType,PIF
EXIT-ACCRUED-YES,DPOPct,0.25
EXIT-ACCRUED-YES,UserExit,0.0
EXIT-ACCRUED-YES,ValCapPct,1.0
EXIT-ACCRUED-YES,YTMTgt,0.15
EXIT-ACCRUED-YES,AddAccrued,Yes
EXIT-ACCRUED-YES,LiqAcrM,0
EXIT-ACCRUED-YES,StartMonth,1
EXIT-ACCRUED-YES,ExitMonth,24
EXIT-ACCRUED-YES,BidOverride,
EXIT-ACCRUED-YES,Yield,0.15
EXIT-ACCRUED-YES,CutoffDt,2026-07-01
EXIT-ACCRUED-YES,AnchorDt,2026-07-31
EXIT-ACCRUED-YES,MinMonthsJ2,0
EXIT-ACCRUED-YES,HurdleYTM,0.1
EXIT-ACCRUED-YES,HurdleCY,0.09
EXIT-ACCRUED-YES,HurdleMOIC,1.3
EXIT-ACCRUED-YES,RelColl,2500000.0
EXIT-LIQ-NOACR,LoanNo,000005100324610
EXIT-LIQ-NOACR,UPB,1000000.0
EXIT-LIQ-NOACR,IntBal,40000.0
EXIT-LIQ-NOACR,CRate,0.0725
EXIT-LIQ-NOACR,DRate,0.1225
EXIT-LIQ-NOACR,CPmt,7500.0
EXIT-LIQ-NOACR,MatDt,2031-06-01
EXIT-LIQ-NOACR,T3,22000.0
EXIT-LIQ-NOACR,T6,44000.0
EXIT-LIQ-NOACR,T12,88000.0
EXIT-LIQ-NOACR,T24,176000.0
EXIT-LIQ-NOACR,PmtSel,Current PMT
EXIT-LIQ-NOACR,UserPmt,0.0
EXIT-LIQ-NOACR,TermMonths,0
EXIT-LIQ-NOACR,MTrailSel,12M
EXIT-LIQ-NOACR,TrailPct,1.0
EXIT-LIQ-NOACR,RateSel,Contractual
EXIT-LIQ-NOACR,UserRate,0.0
EXIT-LIQ-NOACR,LegalInit,0.0
EXIT-LIQ-NOACR,LegalStartM,0
EXIT-LIQ-NOACR,HoldCost,0.0
EXIT-LIQ-NOACR,LegalEndM,0
EXIT-LIQ-NOACR,AddBack,No
EXIT-LIQ-NOACR,ExitType,Liquidation
EXIT-LIQ-NOACR,DPOPct,0.25
EXIT-LIQ-NOACR,UserExit,0.0
EXIT-LIQ-NOACR,ValCapPct,1.0
EXIT-LIQ-NOACR,YTMTgt,0.15
EXIT-LIQ-NOACR,AddAccrued,No
EXIT-LIQ-NOACR,LiqAcrM,0
EXIT-LIQ-NOACR,StartMonth,1
EXIT-LIQ-NOACR,ExitMonth,24
EXIT-LIQ-NOACR,BidOverride,
EXIT-LIQ-NOACR,Yield,0.15
EXIT-LIQ-NOACR,CutoffDt,2026-07-01
EXIT-LIQ-NOACR,AnchorDt,2026-07-31
EXIT-LIQ-NOACR,MinMonthsJ2,0
EXIT-LIQ-NOACR,HurdleYTM,0.1
EXIT-LIQ-NOACR,HurdleCY,0.09
EXIT-LIQ-NOACR,HurdleMOIC,1.3
EXIT-LIQ-NOACR,RelColl,2500000.0
EXIT-YTMSELL-PASTMAT,LoanNo,000005100324610
EXIT-YTMSELL-PASTMAT,UPB,1000000.0
EXIT-YTMSELL-PASTMAT,IntBal,40000.0
EXIT-YTMSELL-PASTMAT,CRate,0.0725
EXIT-YTMSELL-PASTMAT,DRate,0.1225
EXIT-YTMSELL-PASTMAT,CPmt,7500.0
EXIT-YTMSELL-PASTMAT,MatDt,2027-01-01
EXIT-YTMSELL-PASTMAT,T3,22000.0
EXIT-YTMSELL-PASTMAT,T6,44000.0
EXIT-YTMSELL-PASTMAT,T12,88000.0
EXIT-YTMSELL-PASTMAT,T24,176000.0
EXIT-YTMSELL-PASTMAT,PmtSel,Current PMT
EXIT-YTMSELL-PASTMAT,UserPmt,0.0
EXIT-YTMSELL-PASTMAT,TermMonths,0
EXIT-YTMSELL-PASTMAT,MTrailSel,12M
EXIT-YTMSELL-PASTMAT,TrailPct,1.0
EXIT-YTMSELL-PASTMAT,RateSel,Contractual
EXIT-YTMSELL-PASTMAT,UserRate,0.0
EXIT-YTMSELL-PASTMAT,LegalInit,0.0
EXIT-YTMSELL-PASTMAT,LegalStartM,0
EXIT-YTMSELL-PASTMAT,HoldCost,0.0
EXIT-YTMSELL-PASTMAT,LegalEndM,0
EXIT-YTMSELL-PASTMAT,AddBack,No
EXIT-YTMSELL-PASTMAT,ExitType,YTM Sell Solve
EXIT-YTMSELL-PASTMAT,DPOPct,0.25
EXIT-YTMSELL-PASTMAT,UserExit,0.0
EXIT-YTMSELL-PASTMAT,ValCapPct,1.0
EXIT-YTMSELL-PASTMAT,YTMTgt,0.12
EXIT-YTMSELL-PASTMAT,AddAccrued,No
EXIT-YTMSELL-PASTMAT,LiqAcrM,0
EXIT-YTMSELL-PASTMAT,StartMonth,1
EXIT-YTMSELL-PASTMAT,ExitMonth,60
EXIT-YTMSELL-PASTMAT,BidOverride,
EXIT-YTMSELL-PASTMAT,Yield,0.15
EXIT-YTMSELL-PASTMAT,CutoffDt,2026-07-01
EXIT-YTMSELL-PASTMAT,AnchorDt,2026-07-31
EXIT-YTMSELL-PASTMAT,MinMonthsJ2,0
EXIT-YTMSELL-PASTMAT,HurdleYTM,0.1
EXIT-YTMSELL-PASTMAT,HurdleCY,0.09
EXIT-YTMSELL-PASTMAT,HurdleMOIC,1.3
EXIT-YTMSELL-PASTMAT,RelColl,2500000.0
PMT-USER,LoanNo,000005100324610
PMT-USER,UPB,1000000.0
PMT-USER,IntBal,40000.0
PMT-USER,CRate,0.0725
PMT-USER,DRate,0.1225
PMT-USER,CPmt,7500.0
PMT-USER,MatDt,2031-06-01
PMT-USER,T3,22000.0
PMT-USER,T6,44000.0
PMT-USER,T12,88000.0
PMT-USER,T24,176000.0
PMT-USER,PmtSel,User PMT
PMT-USER,UserPmt,9000
PMT-USER,TermMonths,0
PMT-USER,MTrailSel,12M
PMT-USER,TrailPct,1.0
PMT-USER,RateSel,Contractual
PMT-USER,UserRate,0.0
PMT-USER,LegalInit,0.0
PMT-USER,LegalStartM,0
PMT-USER,HoldCost,0.0
PMT-USER,LegalEndM,0
PMT-USER,AddBack,No
PMT-USER,ExitType,PIF
PMT-USER,DPOPct,0.25
PMT-USER,UserExit,0.0
PMT-USER,ValCapPct,1.0
PMT-USER,YTMTgt,0.15
PMT-USER,AddAccrued,No
PMT-USER,LiqAcrM,0
PMT-USER,StartMonth,1
PMT-USER,ExitMonth,24
PMT-USER,BidOverride,
PMT-USER,Yield,0.15
PMT-USER,CutoffDt,2026-07-01
PMT-USER,AnchorDt,2026-07-31
PMT-USER,MinMonthsJ2,0
PMT-USER,HurdleYTM,0.1
PMT-USER,HurdleCY,0.09
PMT-USER,HurdleMOIC,1.3
PMT-USER,RelColl,2500000.0
PMT-INTEREST,LoanNo,000005100324610
PMT-INTEREST,UPB,1000000.0
PMT-INTEREST,IntBal,40000.0
PMT-INTEREST,CRate,0.0725
PMT-INTEREST,DRate,0.1225
PMT-INTEREST,CPmt,7500.0
PMT-INTEREST,MatDt,2031-06-01
PMT-INTEREST,T3,22000.0
PMT-INTEREST,T6,44000.0
PMT-INTEREST,T12,88000.0
PMT-INTEREST,T24,176000.0
PMT-INTEREST,PmtSel,Interest PMT
PMT-INTEREST,UserPmt,0.0
PMT-INTEREST,TermMonths,0
PMT-INTEREST,MTrailSel,12M
PMT-INTEREST,TrailPct,1.0
PMT-INTEREST,RateSel,Contractual
PMT-INTEREST,UserRate,0.0
PMT-INTEREST,LegalInit,0.0
PMT-INTEREST,LegalStartM,0
PMT-INTEREST,HoldCost,0.0
PMT-INTEREST,LegalEndM,0
PMT-INTEREST,AddBack,No
PMT-INTEREST,ExitType,PIF
PMT-INTEREST,DPOPct,0.25
PMT-INTEREST,UserExit,0.0
PMT-INTEREST,ValCapPct,1.0
PMT-INTEREST,YTMTgt,0.15
PMT-INTEREST,AddAccrued,No
PMT-INTEREST,LiqAcrM,0
PMT-INTEREST,StartMonth,1
PMT-INTEREST,ExitMonth,24
PMT-INTEREST,BidOverride,
PMT-INTEREST,Yield,0.15
PMT-INTEREST,CutoffDt,2026-07-01
PMT-INTEREST,AnchorDt,2026-07-31
PMT-INTEREST,MinMonthsJ2,0
PMT-INTEREST,HurdleYTM,0.1
PMT-INTEREST,HurdleCY,0.09
PMT-INTEREST,HurdleMOIC,1.3
PMT-INTEREST,RelColl,2500000.0
PMT-TERM,LoanNo,000005100324610
PMT-TERM,UPB,1000000.0
PMT-TERM,IntBal,40000.0
PMT-TERM,CRate,0.0725
PMT-TERM,DRate,0.1225
PMT-TERM,CPmt,7500.0
PMT-TERM,MatDt,2031-06-01
PMT-TERM,T3,22000.0
PMT-TERM,T6,44000.0
PMT-TERM,T12,88000.0
PMT-TERM,T24,176000.0
PMT-TERM,PmtSel,Term PMT
PMT-TERM,UserPmt,0.0
PMT-TERM,TermMonths,120
PMT-TERM,MTrailSel,12M
PMT-TERM,TrailPct,1.0
PMT-TERM,RateSel,Contractual
PMT-TERM,UserRate,0.0
PMT-TERM,LegalInit,0.0
PMT-TERM,LegalStartM,0
PMT-TERM,HoldCost,0.0
PMT-TERM,LegalEndM,0
PMT-TERM,AddBack,No
PMT-TERM,ExitType,PIF
PMT-TERM,DPOPct,0.25
PMT-TERM,UserExit,0.0
PMT-TERM,ValCapPct,1.0
PMT-TERM,YTMTgt,0.15
PMT-TERM,AddAccrued,No
PMT-TERM,LiqAcrM,0
PMT-TERM,StartMonth,1
PMT-TERM,ExitMonth,24
PMT-TERM,BidOverride,
PMT-TERM,Yield,0.15
PMT-TERM,CutoffDt,2026-07-01
PMT-TERM,AnchorDt,2026-07-31
PMT-TERM,MinMonthsJ2,0
PMT-TERM,HurdleYTM,0.1
PMT-TERM,HurdleCY,0.09
PMT-TERM,HurdleMOIC,1.3
PMT-TERM,RelColl,2500000.0
PMT-TERM-RATE0,LoanNo,000005100324610
PMT-TERM-RATE0,UPB,1000000.0
PMT-TERM-RATE0,IntBal,40000.0
PMT-TERM-RATE0,CRate,0.0725
PMT-TERM-RATE0,DRate,0.1225
PMT-TERM-RATE0,CPmt,7500.0
PMT-TERM-RATE0,MatDt,2031-06-01
PMT-TERM-RATE0,T3,22000.0
PMT-TERM-RATE0,T6,44000.0
PMT-TERM-RATE0,T12,88000.0
PMT-TERM-RATE0,T24,176000.0
PMT-TERM-RATE0,PmtSel,Term PMT
PMT-TERM-RATE0,UserPmt,0.0
PMT-TERM-RATE0,TermMonths,120
PMT-TERM-RATE0,MTrailSel,12M
PMT-TERM-RATE0,TrailPct,1.0
PMT-TERM-RATE0,RateSel,User Enter
PMT-TERM-RATE0,UserRate,0.0
PMT-TERM-RATE0,LegalInit,0.0
PMT-TERM-RATE0,LegalStartM,0
PMT-TERM-RATE0,HoldCost,0.0
PMT-TERM-RATE0,LegalEndM,0
PMT-TERM-RATE0,AddBack,No
PMT-TERM-RATE0,ExitType,PIF
PMT-TERM-RATE0,DPOPct,0.25
PMT-TERM-RATE0,UserExit,0.0
PMT-TERM-RATE0,ValCapPct,1.0
PMT-TERM-RATE0,YTMTgt,0.15
PMT-TERM-RATE0,AddAccrued,No
PMT-TERM-RATE0,LiqAcrM,0
PMT-TERM-RATE0,StartMonth,1
PMT-TERM-RATE0,ExitMonth,24
PMT-TERM-RATE0,BidOverride,
PMT-TERM-RATE0,Yield,0.15
PMT-TERM-RATE0,CutoffDt,2026-07-01
PMT-TERM-RATE0,AnchorDt,2026-07-31
PMT-TERM-RATE0,MinMonthsJ2,0
PMT-TERM-RATE0,HurdleYTM,0.1
PMT-TERM-RATE0,HurdleCY,0.09
PMT-TERM-RATE0,HurdleMOIC,1.3
PMT-TERM-RATE0,RelColl,2500000.0
PMT-TRAIL-3M,LoanNo,000005100324610
PMT-TRAIL-3M,UPB,1000000.0
PMT-TRAIL-3M,IntBal,40000.0
PMT-TRAIL-3M,CRate,0.0725
PMT-TRAIL-3M,DRate,0.1225
PMT-TRAIL-3M,CPmt,7500.0
PMT-TRAIL-3M,MatDt,2031-06-01
PMT-TRAIL-3M,T3,22000.0
PMT-TRAIL-3M,T6,44000.0
PMT-TRAIL-3M,T12,88000.0
PMT-TRAIL-3M,T24,176000.0
PMT-TRAIL-3M,PmtSel,% of M Trail PMT
PMT-TRAIL-3M,UserPmt,0.0
PMT-TRAIL-3M,TermMonths,0
PMT-TRAIL-3M,MTrailSel,3M
PMT-TRAIL-3M,TrailPct,0.9
PMT-TRAIL-3M,RateSel,Contractual
PMT-TRAIL-3M,UserRate,0.0
PMT-TRAIL-3M,LegalInit,0.0
PMT-TRAIL-3M,LegalStartM,0
PMT-TRAIL-3M,HoldCost,0.0
PMT-TRAIL-3M,LegalEndM,0
PMT-TRAIL-3M,AddBack,No
PMT-TRAIL-3M,ExitType,PIF
PMT-TRAIL-3M,DPOPct,0.25
PMT-TRAIL-3M,UserExit,0.0
PMT-TRAIL-3M,ValCapPct,1.0
PMT-TRAIL-3M,YTMTgt,0.15
PMT-TRAIL-3M,AddAccrued,No
PMT-TRAIL-3M,LiqAcrM,0
PMT-TRAIL-3M,StartMonth,1
PMT-TRAIL-3M,ExitMonth,24
PMT-TRAIL-3M,BidOverride,
PMT-TRAIL-3M,Yield,0.15
PMT-TRAIL-3M,CutoffDt,2026-07-01
PMT-TRAIL-3M,AnchorDt,2026-07-31
PMT-TRAIL-3M,MinMonthsJ2,0
PMT-TRAIL-3M,HurdleYTM,0.1
PMT-TRAIL-3M,HurdleCY,0.09
PMT-TRAIL-3M,HurdleMOIC,1.3
PMT-TRAIL-3M,RelColl,2500000.0
PMT-TRAIL-12M,LoanNo,000005100324610
PMT-TRAIL-12M,UPB,1000000.0
PMT-TRAIL-12M,IntBal,40000.0
PMT-TRAIL-12M,CRate,0.0725
PMT-TRAIL-12M,DRate,0.1225
PMT-TRAIL-12M,CPmt,7500.0
PMT-TRAIL-12M,MatDt,2031-06-01
PMT-TRAIL-12M,T3,22000.0
PMT-TRAIL-12M,T6,44000.0
PMT-TRAIL-12M,T12,88000.0
PMT-TRAIL-12M,T24,176000.0
PMT-TRAIL-12M,PmtSel,% of M Trail PMT
PMT-TRAIL-12M,UserPmt,0.0
PMT-TRAIL-12M,TermMonths,0
PMT-TRAIL-12M,MTrailSel,12M
PMT-TRAIL-12M,TrailPct,1.1
PMT-TRAIL-12M,RateSel,Contractual
PMT-TRAIL-12M,UserRate,0.0
PMT-TRAIL-12M,LegalInit,0.0
PMT-TRAIL-12M,LegalStartM,0
PMT-TRAIL-12M,HoldCost,0.0
PMT-TRAIL-12M,LegalEndM,0
PMT-TRAIL-12M,AddBack,No
PMT-TRAIL-12M,ExitType,PIF
PMT-TRAIL-12M,DPOPct,0.25
PMT-TRAIL-12M,UserExit,0.0
PMT-TRAIL-12M,ValCapPct,1.0
PMT-TRAIL-12M,YTMTgt,0.15
PMT-TRAIL-12M,AddAccrued,No
PMT-TRAIL-12M,LiqAcrM,0
PMT-TRAIL-12M,StartMonth,1
PMT-TRAIL-12M,ExitMonth,24
PMT-TRAIL-12M,BidOverride,
PMT-TRAIL-12M,Yield,0.15
PMT-TRAIL-12M,CutoffDt,2026-07-01
PMT-TRAIL-12M,AnchorDt,2026-07-31
PMT-TRAIL-12M,MinMonthsJ2,0
PMT-TRAIL-12M,HurdleYTM,0.1
PMT-TRAIL-12M,HurdleCY,0.09
PMT-TRAIL-12M,HurdleMOIC,1.3
PMT-TRAIL-12M,RelColl,2500000.0
RATE-DEFAULT,LoanNo,000005100324610
RATE-DEFAULT,UPB,1000000.0
RATE-DEFAULT,IntBal,40000.0
RATE-DEFAULT,CRate,0.0725
RATE-DEFAULT,DRate,0.1225
RATE-DEFAULT,CPmt,7500.0
RATE-DEFAULT,MatDt,2031-06-01
RATE-DEFAULT,T3,22000.0
RATE-DEFAULT,T6,44000.0
RATE-DEFAULT,T12,88000.0
RATE-DEFAULT,T24,176000.0
RATE-DEFAULT,PmtSel,Current PMT
RATE-DEFAULT,UserPmt,0.0
RATE-DEFAULT,TermMonths,0
RATE-DEFAULT,MTrailSel,12M
RATE-DEFAULT,TrailPct,1.0
RATE-DEFAULT,RateSel,Default
RATE-DEFAULT,UserRate,0.0
RATE-DEFAULT,LegalInit,0.0
RATE-DEFAULT,LegalStartM,0
RATE-DEFAULT,HoldCost,0.0
RATE-DEFAULT,LegalEndM,0
RATE-DEFAULT,AddBack,No
RATE-DEFAULT,ExitType,PIF
RATE-DEFAULT,DPOPct,0.25
RATE-DEFAULT,UserExit,0.0
RATE-DEFAULT,ValCapPct,1.0
RATE-DEFAULT,YTMTgt,0.15
RATE-DEFAULT,AddAccrued,No
RATE-DEFAULT,LiqAcrM,0
RATE-DEFAULT,StartMonth,1
RATE-DEFAULT,ExitMonth,24
RATE-DEFAULT,BidOverride,
RATE-DEFAULT,Yield,0.15
RATE-DEFAULT,CutoffDt,2026-07-01
RATE-DEFAULT,AnchorDt,2026-07-31
RATE-DEFAULT,MinMonthsJ2,0
RATE-DEFAULT,HurdleYTM,0.1
RATE-DEFAULT,HurdleCY,0.09
RATE-DEFAULT,HurdleMOIC,1.3
RATE-DEFAULT,RelColl,2500000.0
RATE-USER,LoanNo,000005100324610
RATE-USER,UPB,1000000.0
RATE-USER,IntBal,40000.0
RATE-USER,CRate,0.0725
RATE-USER,DRate,0.1225
RATE-USER,CPmt,7500.0
RATE-USER,MatDt,2031-06-01
RATE-USER,T3,22000.0
RATE-USER,T6,44000.0
RATE-USER,T12,88000.0
RATE-USER,T24,176000.0
RATE-USER,PmtSel,Current PMT
RATE-USER,UserPmt,0.0
RATE-USER,TermMonths,0
RATE-USER,MTrailSel,12M
RATE-USER,TrailPct,1.0
RATE-USER,RateSel,User Enter
RATE-USER,UserRate,0.09
RATE-USER,LegalInit,0.0
RATE-USER,LegalStartM,0
RATE-USER,HoldCost,0.0
RATE-USER,LegalEndM,0
RATE-USER,AddBack,No
RATE-USER,ExitType,PIF
RATE-USER,DPOPct,0.25
RATE-USER,UserExit,0.0
RATE-USER,ValCapPct,1.0
RATE-USER,YTMTgt,0.15
RATE-USER,AddAccrued,No
RATE-USER,LiqAcrM,0
RATE-USER,StartMonth,1
RATE-USER,ExitMonth,24
RATE-USER,BidOverride,
RATE-USER,Yield,0.15
RATE-USER,CutoffDt,2026-07-01
RATE-USER,AnchorDt,2026-07-31
RATE-USER,MinMonthsJ2,0
RATE-USER,HurdleYTM,0.1
RATE-USER,HurdleCY,0.09
RATE-USER,HurdleMOIC,1.3
RATE-USER,RelColl,2500000.0
LEGAL-INIT-ONLY,LoanNo,000005100324610
LEGAL-INIT-ONLY,UPB,1000000.0
LEGAL-INIT-ONLY,IntBal,40000.0
LEGAL-INIT-ONLY,CRate,0.0725
LEGAL-INIT-ONLY,DRate,0.1225
LEGAL-INIT-ONLY,CPmt,7500.0
LEGAL-INIT-ONLY,MatDt,2031-06-01
LEGAL-INIT-ONLY,T3,22000.0
LEGAL-INIT-ONLY,T6,44000.0
LEGAL-INIT-ONLY,T12,88000.0
LEGAL-INIT-ONLY,T24,176000.0
LEGAL-INIT-ONLY,PmtSel,Current PMT
LEGAL-INIT-ONLY,UserPmt,0.0
LEGAL-INIT-ONLY,TermMonths,0
LEGAL-INIT-ONLY,MTrailSel,12M
LEGAL-INIT-ONLY,TrailPct,1.0
LEGAL-INIT-ONLY,RateSel,Contractual
LEGAL-INIT-ONLY,UserRate,0.0
LEGAL-INIT-ONLY,LegalInit,10000
LEGAL-INIT-ONLY,LegalStartM,3
LEGAL-INIT-ONLY,HoldCost,500
LEGAL-INIT-ONLY,LegalEndM,9
LEGAL-INIT-ONLY,AddBack,No
LEGAL-INIT-ONLY,ExitType,PIF
LEGAL-INIT-ONLY,DPOPct,0.25
LEGAL-INIT-ONLY,UserExit,0.0
LEGAL-INIT-ONLY,ValCapPct,1.0
LEGAL-INIT-ONLY,YTMTgt,0.15
LEGAL-INIT-ONLY,AddAccrued,No
LEGAL-INIT-ONLY,LiqAcrM,0
LEGAL-INIT-ONLY,StartMonth,1
LEGAL-INIT-ONLY,ExitMonth,24
LEGAL-INIT-ONLY,BidOverride,
LEGAL-INIT-ONLY,Yield,0.15
LEGAL-INIT-ONLY,CutoffDt,2026-07-01
LEGAL-INIT-ONLY,AnchorDt,2026-07-31
LEGAL-INIT-ONLY,MinMonthsJ2,0
LEGAL-INIT-ONLY,HurdleYTM,0.1
LEGAL-INIT-ONLY,HurdleCY,0.09
LEGAL-INIT-ONLY,HurdleMOIC,1.3
LEGAL-INIT-ONLY,RelColl,2500000.0
LEGAL-ADDBACK-INITIAL,LoanNo,000005100324610
LEGAL-ADDBACK-INITIAL,UPB,1000000.0
LEGAL-ADDBACK-INITIAL,IntBal,40000.0
LEGAL-ADDBACK-INITIAL,CRate,0.0725
LEGAL-ADDBACK-INITIAL,DRate,0.1225
LEGAL-ADDBACK-INITIAL,CPmt,7500.0
LEGAL-ADDBACK-INITIAL,MatDt,2031-06-01
LEGAL-ADDBACK-INITIAL,T3,22000.0
LEGAL-ADDBACK-INITIAL,T6,44000.0
LEGAL-ADDBACK-INITIAL,T12,88000.0
LEGAL-ADDBACK-INITIAL,T24,176000.0
LEGAL-ADDBACK-INITIAL,PmtSel,Current PMT
LEGAL-ADDBACK-INITIAL,UserPmt,0.0
LEGAL-ADDBACK-INITIAL,TermMonths,0
LEGAL-ADDBACK-INITIAL,MTrailSel,12M
LEGAL-ADDBACK-INITIAL,TrailPct,1.0
LEGAL-ADDBACK-INITIAL,RateSel,Contractual
LEGAL-ADDBACK-INITIAL,UserRate,0.0
LEGAL-ADDBACK-INITIAL,LegalInit,10000
LEGAL-ADDBACK-INITIAL,LegalStartM,3
LEGAL-ADDBACK-INITIAL,HoldCost,500
LEGAL-ADDBACK-INITIAL,LegalEndM,9
LEGAL-ADDBACK-INITIAL,AddBack,"Yes, Initial Only"
LEGAL-ADDBACK-INITIAL,ExitType,PIF
LEGAL-ADDBACK-INITIAL,DPOPct,0.25
LEGAL-ADDBACK-INITIAL,UserExit,0.0
LEGAL-ADDBACK-INITIAL,ValCapPct,1.0
LEGAL-ADDBACK-INITIAL,YTMTgt,0.15
LEGAL-ADDBACK-INITIAL,AddAccrued,No
LEGAL-ADDBACK-INITIAL,LiqAcrM,0
LEGAL-ADDBACK-INITIAL,StartMonth,1
LEGAL-ADDBACK-INITIAL,ExitMonth,24
LEGAL-ADDBACK-INITIAL,BidOverride,
LEGAL-ADDBACK-INITIAL,Yield,0.15
LEGAL-ADDBACK-INITIAL,CutoffDt,2026-07-01
LEGAL-ADDBACK-INITIAL,AnchorDt,2026-07-31
LEGAL-ADDBACK-INITIAL,MinMonthsJ2,0
LEGAL-ADDBACK-INITIAL,HurdleYTM,0.1
LEGAL-ADDBACK-INITIAL,HurdleCY,0.09
LEGAL-ADDBACK-INITIAL,HurdleMOIC,1.3
LEGAL-ADDBACK-INITIAL,RelColl,2500000.0
LEGAL-ADDBACK-BOTH,LoanNo,000005100324610
LEGAL-ADDBACK-BOTH,UPB,1000000.0
LEGAL-ADDBACK-BOTH,IntBal,40000.0
LEGAL-ADDBACK-BOTH,CRate,0.0725
LEGAL-ADDBACK-BOTH,DRate,0.1225
LEGAL-ADDBACK-BOTH,CPmt,7500.0
LEGAL-ADDBACK-BOTH,MatDt,2031-06-01
LEGAL-ADDBACK-BOTH,T3,22000.0
LEGAL-ADDBACK-BOTH,T6,44000.0
LEGAL-ADDBACK-BOTH,T12,88000.0
LEGAL-ADDBACK-BOTH,T24,176000.0
LEGAL-ADDBACK-BOTH,PmtSel,Current PMT
LEGAL-ADDBACK-BOTH,UserPmt,0.0
LEGAL-ADDBACK-BOTH,TermMonths,0
LEGAL-ADDBACK-BOTH,MTrailSel,12M
LEGAL-ADDBACK-BOTH,TrailPct,1.0
LEGAL-ADDBACK-BOTH,RateSel,Contractual
LEGAL-ADDBACK-BOTH,UserRate,0.0
LEGAL-ADDBACK-BOTH,LegalInit,10000
LEGAL-ADDBACK-BOTH,LegalStartM,3
LEGAL-ADDBACK-BOTH,HoldCost,500
LEGAL-ADDBACK-BOTH,LegalEndM,9
LEGAL-ADDBACK-BOTH,AddBack,"Yes, Both"
LEGAL-ADDBACK-BOTH,ExitType,PIF
LEGAL-ADDBACK-BOTH,DPOPct,0.25
LEGAL-ADDBACK-BOTH,UserExit,0.0
LEGAL-ADDBACK-BOTH,ValCapPct,1.0
LEGAL-ADDBACK-BOTH,YTMTgt,0.15
LEGAL-ADDBACK-BOTH,AddAccrued,No
LEGAL-ADDBACK-BOTH,LiqAcrM,0
LEGAL-ADDBACK-BOTH,StartMonth,1
LEGAL-ADDBACK-BOTH,ExitMonth,24
LEGAL-ADDBACK-BOTH,BidOverride,
LEGAL-ADDBACK-BOTH,Yield,0.15
LEGAL-ADDBACK-BOTH,CutoffDt,2026-07-01
LEGAL-ADDBACK-BOTH,AnchorDt,2026-07-31
LEGAL-ADDBACK-BOTH,MinMonthsJ2,0
LEGAL-ADDBACK-BOTH,HurdleYTM,0.1
LEGAL-ADDBACK-BOTH,HurdleCY,0.09
LEGAL-ADDBACK-BOTH,HurdleMOIC,1.3
LEGAL-ADDBACK-BOTH,RelColl,2500000.0
LEGAL-START0,LoanNo,000005100324610
LEGAL-START0,UPB,1000000.0
LEGAL-START0,IntBal,40000.0
LEGAL-START0,CRate,0.0725
LEGAL-START0,DRate,0.1225
LEGAL-START0,CPmt,7500.0
LEGAL-START0,MatDt,2031-06-01
LEGAL-START0,T3,22000.0
LEGAL-START0,T6,44000.0
LEGAL-START0,T12,88000.0
LEGAL-START0,T24,176000.0
LEGAL-START0,PmtSel,Current PMT
LEGAL-START0,UserPmt,0.0
LEGAL-START0,TermMonths,0
LEGAL-START0,MTrailSel,12M
LEGAL-START0,TrailPct,1.0
LEGAL-START0,RateSel,Contractual
LEGAL-START0,UserRate,0.0
LEGAL-START0,LegalInit,10000
LEGAL-START0,LegalStartM,0
LEGAL-START0,HoldCost,500
LEGAL-START0,LegalEndM,9
LEGAL-START0,AddBack,No
LEGAL-START0,ExitType,PIF
LEGAL-START0,DPOPct,0.25
LEGAL-START0,UserExit,0.0
LEGAL-START0,ValCapPct,1.0
LEGAL-START0,YTMTgt,0.15
LEGAL-START0,AddAccrued,No
LEGAL-START0,LiqAcrM,0
LEGAL-START0,StartMonth,1
LEGAL-START0,ExitMonth,24
LEGAL-START0,BidOverride,
LEGAL-START0,Yield,0.15
LEGAL-START0,CutoffDt,2026-07-01
LEGAL-START0,AnchorDt,2026-07-31
LEGAL-START0,MinMonthsJ2,0
LEGAL-START0,HurdleYTM,0.1
LEGAL-START0,HurdleCY,0.09
LEGAL-START0,HurdleMOIC,1.3
LEGAL-START0,RelColl,2500000.0
LEGAL-START-AFTER-EXIT,LoanNo,000005100324610
LEGAL-START-AFTER-EXIT,UPB,1000000.0
LEGAL-START-AFTER-EXIT,IntBal,40000.0
LEGAL-START-AFTER-EXIT,CRate,0.0725
LEGAL-START-AFTER-EXIT,DRate,0.1225
LEGAL-START-AFTER-EXIT,CPmt,7500.0
LEGAL-START-AFTER-EXIT,MatDt,2031-06-01
LEGAL-START-AFTER-EXIT,T3,22000.0
LEGAL-START-AFTER-EXIT,T6,44000.0
LEGAL-START-AFTER-EXIT,T12,88000.0
LEGAL-START-AFTER-EXIT,T24,176000.0
LEGAL-START-AFTER-EXIT,PmtSel,Current PMT
LEGAL-START-AFTER-EXIT,UserPmt,0.0
LEGAL-START-AFTER-EXIT,TermMonths,0
LEGAL-START-AFTER-EXIT,MTrailSel,12M
LEGAL-START-AFTER-EXIT,TrailPct,1.0
