case_id,field,expected,tol
EXIT-USERENTER-0,MinHYTM,2.0,0.0
EXIT-USERENTER-0,MinHCY,2.0,0.0
EXIT-USERENTER-0,MinHMOIC,45.0,0.0
EXIT-USERENTER-0,MinHAll,45.0,0.0
EXIT-USERENTER-0,Net01,7500.0,0.005
EXIT-USERENTER-0,Net02,7500.0,0.005
EXIT-USERENTER-0,Net12,7500.0,0.005
EXIT-USERENTER-0,Net23,7500.0,0.005
EXIT-USERENTER-0,Net24,0.0,0.005
EXIT-USERENTER-0,Net25,0.0,0.005
EXIT-USERENTER-0,Net36,0.0,0.005
EXIT-USERENTER-0,Net60,0.0,0.005
EXIT-USERENTER-0,Opt06_Bid,36133.7628342797,0.005
EXIT-USERENTER-0,Opt12_Bid,76633.5252420933,0.005
EXIT-USERENTER-0,Opt24_Bid,149115.28082219165,0.005
EXIT-USERENTER-0,Opt36_Bid,211558.93662831566,0.005
EXIT-USERENTER-0,Opt60_Bid,311700.1814395539,0.005
EXIT-ACCRUED-YES,PmtPull,7500.0,0.005
EXIT-ACCRUED-YES,ExitVal,1009956.9866081129,0.005
EXIT-ACCRUED-YES,BidNPV,898702.3957003234,0.005
EXIT-ACCRUED-YES,BidPct,0.8987023957003234,1e-09
EXIT-ACCRUED-YES,CY12,0.10014438642935468,1e-09
EXIT-ACCRUED-YES,MOIC,1.3157381044774792,1.3157381044774793e-09
EXIT-ACCRUED-YES,ImpDPO,-0.041238942089460995,1e-09
EXIT-ACCRUED-YES,BidMwVx,0.3594809582801294,1e-09
EXIT-ACCRUED-YES,F12P12,1.0227272727272727,1.0227272727272727e-09
EXIT-ACCRUED-YES,MTM,59.0,0.0
EXIT-ACCRUED-YES,MTA,271.0,0.0
EXIT-ACCRUED-YES,UseMTM,59.0,0.0
EXIT-ACCRUED-YES,BalAtExit,896995.9530129714,0.005
EXIT-ACCRUED-YES,YtmIRR,0.09984368653199388,1e-06
EXIT-ACCRUED-YES,YtmXIRR,0.10443467186719932,1e-06
EXIT-ACCRUED-YES,SellYTM,0.15000000000177283,1e-06
EXIT-ACCRUED-YES,MinHYTM,25.0,0.0
EXIT-ACCRUED-YES,MinHCY,1.0,0.0
EXIT-ACCRUED-YES,MinHMOIC,23.0,0.0
EXIT-ACCRUED-YES,MinHAll,25.0,0.0
EXIT-ACCRUED-YES,Net01,7500.0,0.005
EXIT-ACCRUED-YES,Net02,7500.0,0.005
EXIT-ACCRUED-YES,Net12,7500.0,0.005
EXIT-ACCRUED-YES,Net23,7500.0,0.005
EXIT-ACCRUED-YES,Net24,1009956.9866081129,0.005
EXIT-ACCRUED-YES,Net25,0.0,0.005
EXIT-ACCRUED-YES,Net36,0.0,0.005
EXIT-ACCRUED-YES,Net60,0.0,0.005
EXIT-ACCRUED-YES,Opt06_Bid,1000151.7536717984,0.005
EXIT-ACCRUED-YES,Opt12_Bid,963476.1798657079,0.005
EXIT-ACCRUED-YES,Opt24_Bid,898702.3957003234,0.005
EXIT-ACCRUED-YES,Opt36_Bid,843966.208721301,0.005
EXIT-ACCRUED-YES,Opt60_Bid,758939.9526751684,0.005
EXIT-LIQ-NOACR,PmtPull,7500.0,0.005
EXIT-LIQ-NOACR,ExitVal,1155535.3411949612,0.005
EXIT-LIQ-NOACR,BidNPV,1006750.2237270866,0.005
EXIT-LIQ-NOACR,BidPct,1.0067502237270867,1.0067502237270866e-09
EXIT-LIQ-NOACR,CY12,0.08939655326503063,1e-09
EXIT-LIQ-NOACR,MOIC,1.319130912410872,1.3191309124108722e-09
EXIT-LIQ-NOACR,ImpDPO,-0.19132637544661213,1e-09
EXIT-LIQ-NOACR,BidMwVx,0.40270008949083463,1e-09
EXIT-LIQ-NOACR,F12P12,1.0227272727272727,1.0227272727272727e-09
EXIT-LIQ-NOACR,MTM,59.0,0.0
EXIT-LIQ-NOACR,MTA,271.0,0.0
EXIT-LIQ-NOACR,UseMTM,59.0,0.0
EXIT-LIQ-NOACR,BalAtExit,896995.9530129714,0.005
EXIT-LIQ-NOACR,YtmIRR,0.07079415597786394,1e-06
EXIT-LIQ-NOACR,YtmXIRR,0.0730640262507207,1e-06
EXIT-LIQ-NOACR,SellYTM,0.15000000000177283,1e-06
EXIT-LIQ-NOACR,MinHYTM,,0.0
EXIT-LIQ-NOACR,MinHCY,1.0,0.0
EXIT-LIQ-NOACR,MinHMOIC,23.0,0.0
EXIT-LIQ-NOACR,MinHAll,,0.0
EXIT-LIQ-NOACR,Net01,7500.0,0.005
EXIT-LIQ-NOACR,Net02,7500.0,0.005
EXIT-LIQ-NOACR,Net12,7500.0,0.005
EXIT-LIQ-NOACR,Net23,7500.0,0.005
EXIT-LIQ-NOACR,Net24,1155535.3411949612,0.005
EXIT-LIQ-NOACR,Net25,0.0,0.005
EXIT-LIQ-NOACR,Net36,0.0,0.005
EXIT-LIQ-NOACR,Net60,0.0,0.005
EXIT-LIQ-NOACR,Opt06_Bid,998467.2904255163,0.005
EXIT-LIQ-NOACR,Opt12_Bid,1002719.3435682865,0.005
EXIT-LIQ-NOACR,Opt24_Bid,1006750.2237270866,0.005
EXIT-LIQ-NOACR,Opt36_Bid,1005802.4945535334,0.005
EXIT-LIQ-NOACR,Opt60_Bid,992871.2098933284,0.005
EXIT-YTMSELL-PASTMAT,PmtPull,7500.0,0.005
EXIT-YTMSELL-PASTMAT,ExitVal,902415.3035624247,0.005
EXIT-YTMSELL-PASTMAT,BidNPV,739957.248572423,0.005
EXIT-YTMSELL-PASTMAT,BidPct,0.739957248572423,1e-09
EXIT-YTMSELL-PASTMAT,CY12,0.12162864837615181,1e-09
EXIT-YTMSELL-PASTMAT,MOIC,1.817558117252218,1.817558117252218e-09
EXIT-YTMSELL-PASTMAT,ImpDPO,0.0,1e-09
EXIT-YTMSELL-PASTMAT,BidMwVx,0.2959828994289692,1e-09
EXIT-YTMSELL-PASTMAT,F12P12,1.0227272727272727,1.0227272727272727e-09
EXIT-YTMSELL-PASTMAT,MTM,6.0,0.0
EXIT-YTMSELL-PASTMAT,MTA,271.0,0.0
EXIT-YTMSELL-PASTMAT,UseMTM,6.0,0.0
EXIT-YTMSELL-PASTMAT,BalAtExit,991116.769071904,0.005
EXIT-YTMSELL-PASTMAT,YtmIRR,0.7071363960864341,1e-06
EXIT-YTMSELL-PASTMAT,YtmXIRR,0.976739146114662,1e-06
EXIT-YTMSELL-PASTMAT,SellYTM,0.15000000000177283,1e-06
EXIT-YTMSELL-PASTMAT,MinHYTM,1.0,0.0
EXIT-YTMSELL-PASTMAT,MinHCY,1.0,0.0
EXIT-YTMSELL-PASTMAT,MinHMOIC,23.0,0.0
EXIT-YTMSELL-PASTMAT,MinHAll,23.0,0.0
EXIT-YTMSELL-PASTMAT,Net01,7500.0,0.005
EXIT-YTMSELL-PASTMAT,Net02,7500.0,0.005
EXIT-YTMSELL-PASTMAT,Net12,7500.0,0.005
EXIT-YTMSELL-PASTMAT,Net23,7500.0,0.005
EXIT-YTMSELL-PASTMAT,Net24,7500.0,0.005
EXIT-YTMSELL-PASTMAT,Net25,7500.0,0.005
EXIT-YTMSELL-PASTMAT,Net36,7500.0,0.005
EXIT-YTMSELL-PASTMAT,Net60,902415.3035624247,0.005
EXIT-YTMSELL-PASTMAT,Opt06_Bid,963024.7586320802,0.005
EXIT-YTMSELL-PASTMAT,Opt12_Bid,929015.8358487263,0.005
EXIT-YTMSELL-PASTMAT,Opt24_Bid,869014.5129561055,0.005
EXIT-YTMSELL-PASTMAT,Opt36_Bid,818389.8424087621,0.005
EXIT-YTMSELL-PASTMAT,Opt60_Bid,739957.248572423,0.005
PMT-USER,PmtPull,9000.0,0.005
PMT-USER,ExitVal,932841.3156907433,0.005
PMT-USER,BidNPV,871290.4269663477,0.005
PMT-USER,BidPct,0.8712904269663477,1e-09
PMT-USER,CY12,0.12395407622695175,1e-09
PMT-USER,MOIC,1.3082220123311052,1.3082220123311053e-09
PMT-USER,ImpDPO,0.0,1e-09
PMT-USER,BidMwVx,0.34851617078653907,1e-09
PMT-USER,F12P12,1.2272727272727273,1.2272727272727274e-09
PMT-USER,MTM,59.0,0.0
PMT-USER,MTA,271.0,0.0
PMT-USER,UseMTM,59.0,0.0
PMT-USER,BalAtExit,896995.9530129714,0.005
PMT-USER,YtmIRR,0.10787070420587883,1e-06
PMT-USER,YtmXIRR,0.11324992170737669,1e-06
PMT-USER,SellYTM,0.15000000000177283,1e-06
PMT-USER,MinHYTM,19.0,0.0
PMT-USER,MinHCY,1.0,0.0
PMT-USER,MinHMOIC,24.0,0.0
PMT-USER,MinHAll,24.0,0.0
PMT-USER,Net01,9000.0,0.005
PMT-USER,Net02,9000.0,0.005
PMT-USER,Net12,9000.0,0.005
PMT-USER,Net23,9000.0,0.005
PMT-USER,Net24,932841.3156907433,0.005
PMT-USER,Net25,0.0,0.005
PMT-USER,Net36,0.0,0.005
PMT-USER,Net60,0.0,0.005
PMT-USER,Opt06_Bid,963163.0048402488,0.005
PMT-USER,Opt12_Bid,929601.839353233,0.005
PMT-USER,Opt24_Bid,871290.4269663477,0.005
PMT-USER,Opt36_Bid,823219.0993054712,0.005
PMT-USER,Opt60_Bid,751714.4925961526,0.005
PMT-INTEREST,PmtPull,6041.666666666667,0.005
PMT-INTEREST,ExitVal,1006041.6666666666,0.005
PMT-INTEREST,BidNPV,866801.8187794812,0.005
PMT-INTEREST,BidPct,0.8668018187794813,1e-09
PMT-INTEREST,CY12,0.08364080281013389,1e-09
PMT-INTEREST,MOIC,1.320947851277287,1.320947851277287e-09
PMT-INTEREST,ImpDPO,0.0,1e-09
PMT-INTEREST,BidMwVx,0.3467207275117925,1e-09
PMT-INTEREST,F12P12,0.8238636363636364,1e-09
PMT-INTEREST,MTM,59.0,0.0
PMT-INTEREST,MTA,271.0,0.0
PMT-INTEREST,UseMTM,59.0,0.0
PMT-INTEREST,BalAtExit,896995.9530129714,0.005
PMT-INTEREST,YtmIRR,0.10921351814190461,1e-06
PMT-INTEREST,YtmXIRR,0.11473087040138658,1e-06
PMT-INTEREST,SellYTM,0.15000000000177283,1e-06
PMT-INTEREST,MinHYTM,18.0,0.0
PMT-INTEREST,MinHCY,1.0,0.0
PMT-INTEREST,MinHMOIC,23.0,0.0
PMT-INTEREST,MinHAll,39.0,0.0
PMT-INTEREST,Net01,6041.666666666667,0.005
PMT-INTEREST,Net02,6041.666666666667,0.005
PMT-INTEREST,Net12,6041.666666666667,0.005
PMT-INTEREST,Net23,6041.666666666667,0.005
PMT-INTEREST,Net24,1006041.6666666666,0.005
PMT-INTEREST,Net25,0.0,0.005
PMT-INTEREST,Net36,0.0,0.005
PMT-INTEREST,Net60,0.0,0.005
PMT-INTEREST,Opt06_Bid,962890.3525963605,0.005
PMT-INTEREST,Opt12_Bid,928446.110219345,0.005
PMT-INTEREST,Opt24_Bid,866801.8187794812,0.005
PMT-INTEREST,Opt36_Bid,813694.7315369619,0.005
PMT-INTEREST,Opt60_Bid,728526.5946604635,0.005
PMT-TERM,PmtPull,11740.104115708185,0.005
PMT-TERM,ExitVal,865040.780598773,0.005
PMT-TERM,BidNPV,875447.9211973227,0.005
PMT-TERM,BidPct,0.8754479211973226,1e-09
PMT-TERM,CY12,0.16092476317245613,1e-09
PMT-TERM,MOIC,1.2965513399217063,1.2965513399217063e-09
PMT-TERM,ImpDPO,0.0,1e-09
PMT-TERM,BidMwVx,0.35017916847892905,1e-09
PMT-TERM,F12P12,1.6009232885056612,1.6009232885056613e-09
PMT-TERM,MTM,59.0,0.0
PMT-TERM,MTA,271.0,0.0
PMT-TERM,UseMTM,59.0,0.0
PMT-TERM,BalAtExit,896995.9530129714,0.005
PMT-TERM,YtmIRR,0.10663422562115489,1e-06
PMT-TERM,YtmXIRR,0.11188784029417134,1e-06
PMT-TERM,SellYTM,0.15000000000177283,1e-06
PMT-TERM,MinHYTM,19.0,0.0
PMT-TERM,MinHCY,1.0,0.0
PMT-TERM,MinHMOIC,25.0,0.0
PMT-TERM,MinHAll,25.0,0.0
PMT-TERM,Net01,11740.104115708185,0.005
PMT-TERM,Net02,11740.104115708185,0.005
PMT-TERM,Net12,11740.104115708185,0.005
PMT-TERM,Net23,11740.104115708185,0.005
PMT-TERM,Net24,865040.780598773,0.005
PMT-TERM,Net25,0.0,0.005
PMT-TERM,Net36,0.0,0.005
PMT-TERM,Net60,0.0,0.005
PMT-TERM,Opt06_Bid,963415.5441762384,0.005
PMT-TERM,Opt12_Bid,930672.313096245,0.005
PMT-TERM,Opt24_Bid,875447.9211973227,0.005
PMT-TERM,Opt36_Bid,832040.8771044605,0.005
PMT-TERM,Opt60_Bid,773191.8744220241,0.005
PMT-TERM-RATE0,PmtPull,8333.333333333334,0.005
PMT-TERM-RATE0,ExitVal,808333.3333333334,0.005
PMT-TERM-RATE0,BidNPV,765626.2758140602,0.005
PMT-TERM-RATE0,BidPct,0.7656262758140603,1e-09
PMT-TERM-RATE0,CY12,0.13061202725007567,1e-09
PMT-TERM-RATE0,MOIC,1.306120272500757,1.306120272500757e-09
PMT-TERM-RATE0,ImpDPO,0.0,1e-09
PMT-TERM-RATE0,BidMwVx,0.3062505103256241,1e-09
PMT-TERM-RATE0,F12P12,1.1363636363636362,1.1363636363636363e-09
PMT-TERM-RATE0,MTM,59.0,0.0
PMT-TERM-RATE0,MTA,271.0,0.0
PMT-TERM-RATE0,UseMTM,59.0,0.0
PMT-TERM-RATE0,BalAtExit,896995.9530129714,0.005
PMT-TERM-RATE0,YtmIRR,0.14187887823768439,1e-06
PMT-TERM-RATE0,YtmXIRR,0.151316840636381,1e-06
PMT-TERM-RATE0,SellYTM,0.15000000000177283,1e-06
PMT-TERM-RATE0,MinHYTM,9.0,0.0
PMT-TERM-RATE0,MinHCY,1.0,0.0
PMT-TERM-RATE0,MinHMOIC,24.0,0.0
PMT-TERM-RATE0,MinHAll,24.0,0.0
PMT-TERM-RATE0,Net01,8333.333333333334,0.005
PMT-TERM-RATE0,Net02,8333.333333333334,0.005
PMT-TERM-RATE0,Net12,8333.333333333334,0.005
PMT-TERM-RATE0,Net23,8333.333333333334,0.005
PMT-TERM-RATE0,Net24,808333.3333333334,0.005
PMT-TERM-RATE0,Net25,0.0,0.005
PMT-TERM-RATE0,Net36,0.0,0.005
PMT-TERM-RATE0,Net60,0.0,0.005
PMT-TERM-RATE0,Opt06_Bid,929649.5481980044,0.005
PMT-TERM-RATE0,Opt12_Bid,867685.3400990593,0.005
PMT-TERM-RATE0,Opt24_Bid,765626.2758140602,0.005
PMT-TERM-RATE0,Opt36_Bid,687980.30526045,0.005
PMT-TERM-RATE0,Opt60_Bid,587572.0662385616,0.005
PMT-TRAIL-3M,PmtPull,6600.0,0.005
PMT-TRAIL-3M,ExitVal,992226.3891585347,0.005
PMT-TRAIL-3M,BidNPV,867648.9645499603,0.005
PMT-TRAIL-3M,BidPct,0.8676489645499603,1e-09
PMT-TRAIL-3M,CY12,0.0912811554394929,1e-09
PMT-TRAIL-3M,MOIC,1.3185359931270457,1.3185359931270459e-09
PMT-TRAIL-3M,ImpDPO,0.0,1e-09
PMT-TRAIL-3M,BidMwVx,0.34705958581998414,1e-09
PMT-TRAIL-3M,F12P12,0.9,1e-09
PMT-TRAIL-3M,MTM,59.0,0.0
PMT-TRAIL-3M,MTA,271.0,0.0
PMT-TRAIL-3M,UseMTM,59.0,0.0
PMT-TRAIL-3M,BalAtExit,896995.9530129714,0.005
PMT-TRAIL-3M,YtmIRR,0.10895945667075399,1e-06
PMT-TRAIL-3M,YtmXIRR,0.11445053545151376,1e-06
PMT-TRAIL-3M,SellYTM,0.15000000000177283,1e-06
PMT-TRAIL-3M,MinHYTM,18.0,0.0
PMT-TRAIL-3M,MinHCY,1.0,0.0
PMT-TRAIL-3M,MinHMOIC,23.0,0.0
PMT-TRAIL-3M,MinHAll,23.0,0.0
PMT-TRAIL-3M,Net01,6600.0,0.005
PMT-TRAIL-3M,Net02,6600.0,0.005
PMT-TRAIL-3M,Net12,6600.0,0.005
PMT-TRAIL-3M,Net23,6600.0,0.005
PMT-TRAIL-3M,Net24,992226.3891585347,0.005
PMT-TRAIL-3M,Net25,0.0,0.005
PMT-TRAIL-3M,Net36,0.0,0.005
PMT-TRAIL-3M,Net60,0.0,0.005
PMT-TRAIL-3M,Opt06_Bid,962941.8109071789,0.005
PMT-TRAIL-3M,Opt12_Bid,928664.2337460225,0.005
PMT-TRAIL-3M,Opt24_Bid,867648.9645499603,0.005
PMT-TRAIL-3M,Opt36_Bid,815492.2882707368,0.005
PMT-TRAIL-3M,Opt60_Bid,732902.9021581851,0.005
PMT-TRAIL-12M,PmtPull,8066.666666666667,0.005
PMT-TRAIL-12M,ExitVal,955935.5109282177,0.005
PMT-TRAIL-12M,BidNPV,869874.3026933081,0.005
PMT-TRAIL-12M,BidPct,0.8698743026933081,1e-09
PMT-TRAIL-12M,CY12,0.11128044557735237,1e-09
PMT-TRAIL-12M,MOIC,1.3122227438232523,1.3122227438232524e-09
PMT-TRAIL-12M,ImpDPO,0.0,1e-09
PMT-TRAIL-12M,BidMwVx,0.34794972107732325,1e-09
PMT-TRAIL-12M,F12P12,1.1,1.1000000000000001e-09
PMT-TRAIL-12M,MTM,59.0,0.0
PMT-TRAIL-12M,MTA,271.0,0.0
PMT-TRAIL-12M,UseMTM,59.0,0.0
PMT-TRAIL-12M,BalAtExit,896995.9530129714,0.005
PMT-TRAIL-12M,YtmIRR,0.10829346714203825,1e-06
PMT-TRAIL-12M,YtmXIRR,0.11371597970030892,1e-06
PMT-TRAIL-12M,SellYTM,0.15000000000177283,1e-06
PMT-TRAIL-12M,MinHYTM,19.0,0.0
PMT-TRAIL-12M,MinHCY,1.0,0.0
PMT-TRAIL-12M,MinHMOIC,24.0,0.0
PMT-TRAIL-12M,MinHAll,24.0,0.0
PMT-TRAIL-12M,Net01,8066.666666666667,0.005
PMT-TRAIL-12M,Net02,8066.666666666667,0.005
PMT-TRAIL-12M,Net12,8066.666666666667,0.005
PMT-TRAIL-12M,Net23,8066.666666666667,0.005
PMT-TRAIL-12M,Net24,955935.5109282177,0.005
PMT-TRAIL-12M,Net25,0.0,0.005
PMT-TRAIL-12M,Net36,0.0,0.005
PMT-TRAIL-12M,Net60,0.0,0.005
PMT-TRAIL-12M,Opt06_Bid,963076.9849773884,0.005
PMT-TRAIL-12M,Opt12_Bid,929237.2149504289,0.005
PMT-TRAIL-12M,Opt24_Bid,869874.3026933081,0.005
PMT-TRAIL-12M,Opt36_Bid,820214.2283475188,0.005
PMT-TRAIL-12M,Opt60_Bid,744398.8740924986,0.005
RATE-DEFAULT,PmtPull,7500.0,0.005
RATE-DEFAULT,ExitVal,1080733.8807999808,0.005
RATE-DEFAULT,BidNPV,951232.7990945256,0.005
RATE-DEFAULT,BidPct,0.9512327990945256,1e-09
RATE-DEFAULT,CY12,0.09461406301976825,1e-09
RATE-DEFAULT,MOIC,1.3174838819613124,1.3174838819613124e-09
RATE-DEFAULT,ImpDPO,0.0,1e-09
RATE-DEFAULT,BidMwVx,0.38049311963781024,1e-09
RATE-DEFAULT,F12P12,1.0227272727272727,1.0227272727272727e-09
RATE-DEFAULT,MTM,59.0,0.0
RATE-DEFAULT,MTA,271.0,0.0
RATE-DEFAULT,UseMTM,59.0,0.0
RATE-DEFAULT,BalAtExit,896995.9530129714,0.005
RATE-DEFAULT,YtmIRR,0.08523753204485658,1e-06
RATE-DEFAULT,YtmXIRR,0.08855800058040486,1e-06
RATE-DEFAULT,SellYTM,0.15000000000177283,1e-06
RATE-DEFAULT,MinHYTM,59.0,0.0
RATE-DEFAULT,MinHCY,1.0,0.0
RATE-DEFAULT,MinHMOIC,23.0,0.0
RATE-DEFAULT,MinHAll,59.0,0.0
RATE-DEFAULT,Net01,7500.0,0.005
RATE-DEFAULT,Net02,7500.0,0.005
RATE-DEFAULT,Net12,7500.0,0.005
RATE-DEFAULT,Net23,7500.0,0.005
RATE-DEFAULT,Net24,1080733.8807999808,0.005
RATE-DEFAULT,Net25,0.0,0.005
RATE-DEFAULT,Net36,0.0,0.005
RATE-DEFAULT,Net60,0.0,0.005
RATE-DEFAULT,Opt06_Bid,986742.9983794373,0.005
RATE-DEFAULT,Opt12_Bid,974229.240144848,0.005
RATE-DEFAULT,Opt24_Bid,951232.7990945256,0.005
RATE-DEFAULT,Opt36_Bid,930647.7755837578,0.005
RATE-DEFAULT,Opt60_Bid,895501.9445066743,0.005
RATE-USER,PmtPull,7500.0,0.005
RATE-USER,ExitVal,1007500.0,0.005
RATE-USER,BidNPV,896878.8274421792,0.005
RATE-USER,BidPct,0.8968788274421792,1e-09
RATE-USER,CY12,0.10034800381749696,1e-09
RATE-USER,MOIC,1.3156738278294047,1.3156738278294048e-09
RATE-USER,ImpDPO,0.0,1e-09
RATE-USER,BidMwVx,0.3587515309768717,1e-09
RATE-USER,F12P12,1.0227272727272727,1.0227272727272727e-09
RATE-USER,MTM,59.0,0.0
RATE-USER,MTA,271.0,0.0
RATE-USER,UseMTM,59.0,0.0
RATE-USER,BalAtExit,896995.9530129714,0.005
RATE-USER,YtmIRR,0.10036865684673942,1e-06
RATE-USER,YtmXIRR,0.10500923378591442,1e-06
RATE-USER,SellYTM,0.15000000000177283,1e-06
RATE-USER,MinHYTM,24.0,0.0
RATE-USER,MinHCY,1.0,0.0
RATE-USER,MinHMOIC,23.0,0.0
RATE-USER,MinHAll,24.0,0.0
RATE-USER,Net01,7500.0,0.005
RATE-USER,Net02,7500.0,0.005
RATE-USER,Net12,7500.0,0.005
RATE-USER,Net23,7500.0,0.005
RATE-USER,Net24,1007500.0,0.005
RATE-USER,Net25,0.0,0.005
RATE-USER,Net36,0.0,0.005
RATE-USER,Net60,0.0,0.005
RATE-USER,Opt06_Bid,971269.9503971824,0.005
RATE-USER,Opt12_Bid,944603.4401698156,0.005
RATE-USER,Opt24_Bid,896878.8274421792,0.005
RATE-USER,Opt36_Bid,855763.66312539,0.005
RATE-USER,Opt60_Bid,789827.0410274562,0.005
LEGAL-INIT-ONLY,PmtPull,7500.0,0.005
LEGAL-INIT-ONLY,ExitVal,969956.9866081129,0.005
LEGAL-INIT-ONLY,BidNPV,856612.4240324729,0.005
LEGAL-INIT-ONLY,BidPct,0.8566124240324728,1e-09
LEGAL-INIT-ONLY,CY12,0.0898889600941406,1e-09
LEGAL-INIT-ONLY,MOIC,1.318515766198246,1.3185157661982461e-09
LEGAL-INIT-ONLY,ImpDPO,0.0,1e-09
LEGAL-INIT-ONLY,BidMwVx,0.3426449696129892,1e-09
LEGAL-INIT-ONLY,F12P12,0.875,1e-09
LEGAL-INIT-ONLY,MTM,59.0,0.0
LEGAL-INIT-ONLY,MTA,271.0,0.0
LEGAL-INIT-ONLY,UseMTM,59.0,0.0
LEGAL-INIT-ONLY,BalAtExit,896995.9530129714,0.005
LEGAL-INIT-ONLY,YtmIRR,0.11229257599620654,1e-06
LEGAL-INIT-ONLY,YtmXIRR,0.11813348202814913,1e-06
LEGAL-INIT-ONLY,SellYTM,0.15000000000177283,1e-06
LEGAL-INIT-ONLY,MinHYTM,16.0,0.0
LEGAL-INIT-ONLY,MinHCY,1.0,0.0
LEGAL-INIT-ONLY,MinHMOIC,23.0,0.0
LEGAL-INIT-ONLY,MinHAll,25.0,0.0
LEGAL-INIT-ONLY,Net01,7500.0,0.005
LEGAL-INIT-ONLY,Net02,7500.0,0.005
LEGAL-INIT-ONLY,Net12,7500.0,0.005
LEGAL-INIT-ONLY,Net23,7500.0,0.005
LEGAL-INIT-ONLY,Net24,969956.9866081129,0.005
LEGAL-INIT-ONLY,Net25,0.0,0.005
LEGAL-INIT-ONLY,Net36,0.0,0.005
LEGAL-INIT-ONLY,Net60,0.0,0.005
LEGAL-INIT-ONLY,Opt06_Bid,951980.8372389299,0.005
LEGAL-INIT-ONLY,Opt12_Bid,916613.7469250937,0.005
LEGAL-INIT-ONLY,Opt24_Bid,856612.4240324729,0.005
LEGAL-INIT-ONLY,Opt36_Bid,805987.7534851294,0.005
LEGAL-INIT-ONLY,Opt60_Bid,727555.1596487903,0.005
LEGAL-ADDBACK-INITIAL,PmtPull,7500.0,0.005
LEGAL-ADDBACK-INITIAL,ExitVal,979956.9866081129,0.005
LEGAL-ADDBACK-INITIAL,BidNPV,864034.3947185274,0.005
LEGAL-ADDBACK-INITIAL,BidPct,0.8640343947185275,1e-09
LEGAL-ADDBACK-INITIAL,CY12,0.08911682274533057,1e-09
LEGAL-ADDBACK-INITIAL,MOIC,1.3187634584608274,1.3187634584608276e-09
LEGAL-ADDBACK-INITIAL,ImpDPO,-0.010309735522365138,1e-09
LEGAL-ADDBACK-INITIAL,BidMwVx,0.345613757887411,1e-09
LEGAL-ADDBACK-INITIAL,F12P12,0.875,1e-09
LEGAL-ADDBACK-INITIAL,MTM,59.0,0.0
LEGAL-ADDBACK-INITIAL,MTA,271.0,0.0
LEGAL-ADDBACK-INITIAL,UseMTM,59.0,0.0
LEGAL-ADDBACK-INITIAL,BalAtExit,896995.9530129714,0.005
LEGAL-ADDBACK-INITIAL,YtmIRR,0.11004552927583902,1e-06
LEGAL-ADDBACK-INITIAL,YtmXIRR,0.11564937500782821,1e-06
LEGAL-ADDBACK-INITIAL,SellYTM,0.15000000000177283,1e-06
LEGAL-ADDBACK-INITIAL,MinHYTM,18.0,0.0
LEGAL-ADDBACK-INITIAL,MinHCY,1.0,0.0
LEGAL-ADDBACK-INITIAL,MinHMOIC,23.0,0.0
LEGAL-ADDBACK-INITIAL,MinHAll,26.0,0.0
LEGAL-ADDBACK-INITIAL,Net01,7500.0,0.005
LEGAL-ADDBACK-INITIAL,Net02,7500.0,0.005
LEGAL-ADDBACK-INITIAL,Net12,7500.0,0.005
LEGAL-ADDBACK-INITIAL,Net23,7500.0,0.005
LEGAL-ADDBACK-INITIAL,Net24,979956.9866081129,0.005
LEGAL-ADDBACK-INITIAL,Net25,0.0,0.005
LEGAL-ADDBACK-INITIAL,Net36,0.0,0.005
LEGAL-ADDBACK-INITIAL,Net60,0.0,0.005
LEGAL-ADDBACK-INITIAL,Opt06_Bid,961262.5859988595,0.005
LEGAL-ADDBACK-INITIAL,Opt12_Bid,925228.832929339,0.005
LEGAL-ADDBACK-INITIAL,Opt24_Bid,864034.3947185274,0.005
LEGAL-ADDBACK-INITIAL,Opt36_Bid,812381.8450632642,0.005
LEGAL-ADDBACK-INITIAL,Opt60_Bid,732300.8356744766,0.005
LEGAL-ADDBACK-BOTH,PmtPull,7500.0,0.005
LEGAL-ADDBACK-BOTH,ExitVal,982956.9866081129,0.005
LEGAL-ADDBACK-BOTH,BidNPV,866260.9859243437,0.005
LEGAL-ADDBACK-BOTH,BidPct,0.8662609859243436,1e-09
LEGAL-ADDBACK-BOTH,CY12,0.08888776159974139,1e-09
LEGAL-ADDBACK-BOTH,MOIC,1.3188369384880636,1.3188369384880638e-09
LEGAL-ADDBACK-BOTH,ImpDPO,-0.013402656179074768,1e-09
LEGAL-ADDBACK-BOTH,BidMwVx,0.34650439436973746,1e-09
LEGAL-ADDBACK-BOTH,F12P12,0.875,1e-09
LEGAL-ADDBACK-BOTH,MTM,59.0,0.0
LEGAL-ADDBACK-BOTH,MTA,271.0,0.0
LEGAL-ADDBACK-BOTH,UseMTM,59.0,0.0
LEGAL-ADDBACK-BOTH,BalAtExit,896995.9530129714,0.005
LEGAL-ADDBACK-BOTH,YtmIRR,0.10937586921513615,1e-06
LEGAL-ADDBACK-BOTH,YtmXIRR,0.11491004463769985,1e-06
LEGAL-ADDBACK-BOTH,SellYTM,0.15000000000177283,1e-06
LEGAL-ADDBACK-BOTH,MinHYTM,18.0,0.0
LEGAL-ADDBACK-BOTH,MinHCY,1.0,0.0
LEGAL-ADDBACK-BOTH,MinHMOIC,23.0,0.0
